2;267;0
2;268;0
2;269;0
2;270;0
2;271;0
2;272;0
2;273;0
2;274;0
2;275;0
2;276;0
2;277;0
2;278;0
2;279;0
2;280;0
2;281;0
2;282;0
2;283;0
2;284;0
2;285;0
2;286;0
2;287;0
2;288;0
2;289;0
2;290;0
2;291;0
2;292;0
2;293;0
2;294;0
2;295;0
2;296;0
2;297;0
2;298;0
2;299;0
2;300;0
2;301;0
2;302;0
2;303;0
2;304;0
2;305;0
2;306;0
2;307;0
2;308;0
2;309;0
2;310;0
2;311;0
2;312;0
2;313;0
2;314;0
2;315;0
2;316;0
2;317;0
2;318;0
2;319;0
2;320;0
2;321;0
2;322;0
2;323;0
2;324;0
2;325;0
2;326;0
2;327;0
2;328;0
2;329;0
2;330;0
2;331;0
2;332;0
2;333;0
2;334;0
2;335;0
2;336;0
2;337;0
2;338;0
2;339;0
2;340;0
2;341;0
2;342;0
2;343;0
2;344;0
2;345;0
2;346;0
2;347;0
2;348;0
2;349;0
51;99;1
52,1;98,8;1
53,2;98,6;1
54,3;98,4;1
55,4;98,2;1
56,5;98;1
57,6;97,8;1
58,7;97,6;1
59,8;97,4;1
60,9;97,2;1
62;97;1
63,1;96,8;1
64,2;96,6;1
65,3;96,4;1
66,4;96,2;1
67,5;96;1
68,6;95,8;1
69,7;95,6;1
70,8;95,4;1
71,9;95,2;1
73;95;1
74,1;94,8;1
75,2;94,6;1
76,3;94,4;1
77,4;94,2;1
78,5;94;1
79,6;93,8;1
80,7;93,6;1
81,8;93,4;1
82,9;93,2;1
84;93;1
85,1;92,8;1
86,2;92,6;1
87,3;92,4;1
88,4;92,2;1
89,5;92;1
90,6;91,8;1
91,7;91,6;1
92,8;91,4;1
93,9;91,2;1
95;91;1
96,1;90,8;1
97,2;90,6;1
98,3;90,4;1
99,4;90,2;1
100,5;90;1
101,6;89,8;1
102,7;89,6;1
103,8;89,4;1
104,9;89,2;1
106;89;1
107,1;88,8;1
108,2;88,6;1
109,3;88,4;1
110,4;88,2;1
111,5;88;1
112,6;87,8;1
113,7;87,6;1
114,8;87,4;1
115,9;87,2;1
117;87;1
118,1;86,8;1
119,2;86,6;1
120,3;86,4;1
121,4;86,2;1
122,5;86;1
123,6;85,8;1
124,7;85,6;1
125,8;85,4;1
126,9;85,2;1
128;85;1
129,1;84,8;1
130,2;84,6;1
131,3;84,4;1
132,4;84,2;1
133,5;84;1
134,6;83,8;1
135,7;83,6;1
136,8;83,4;1
137,9;83,2;1
139;83;1
140,1;82,8;1
141,2;82,6;1
142,3;82,4;1
143,4;82,2;1
144,5;82;1
145,6;81,8;1
146,7;81,6;1
147,8;81,4;1
148,9;81,2;1
150;81;1
151,1;80,8;1
152,2;80,6;1
153,3;80,4;1
154,4;80,2;1
155,5;80;1
156,6;79,8;1
157,7;79,6;1
158,8;79,4;1
159,9;79,2;1
161;79;1
162,1;78,8;1
163,2;78,6;1
164,3;78,4;1
165,4;78,2;1
166,5;78;1
167,6;77,8;1
168,7;77,6;1
169,8;77,4;1
170,9;77,2;1
172;77;1
173,1;76,8;1
174,2;76,6;1
175,3;76,4;1
176,4;76,2;1
177,5;76;1
178,6;75,8;1
179,7;75,6;1
180,8;75,4;1
181,9;75,2;1
183;75;1
184,1;74,8;1
185,2;74,6;1
186,3;74,4;1
187,4;74,2;1
188,5;74;1
189,6;73,8;1
190,7;73,6;1
191,8;73,4;1
192,9;73,2;1
194;73;1
195,1;72,8;1
196,2;72,6;1
197,3;72,4;1
198,4;72,2;1
199,5;72;1
200,6;71,8;1
201,7;71,6;1
202,8;71,4;1
203,9;71,2;1
205;71;1
206,1;70,8;1
207,2;70,6;1
208,3;70,4;1
209,4;70,2;1
210,5;70;1
211,6;69,8;1
212,7;69,6;1
213,8;69,4;1
214,9;69,2;1
216;69;1
217,1;68,8;1
218,2;68,6;1
219,3;68,4;1
220,4;68,2;1
221,5;68;1
222,6;67,8;1
223,7;67,6;1
224,8;67,4;1
225,9;67,2;1
227;67;1
228,1;66,8;1
229,2;66,6;1
230,3;66,4;1
231,4;66,2;1
232,5;66;1
233,6;65,8;1
234,7;65,6;1
235,8;65,4;1
236,9;65,2;1
238;65;1
239,1;64,8;1
240,2;64,6;1
241,3;64,4;1
242,4;64,2;1
243,5;64;1
244,6;63,8;1
245,7;63,6;1
246,8;63,4;1
247,9;63,2;1
249;63;1
250,1;62,8;1
251,2;62,6;1
252,3;62,4;1
253,4;62,2;1
254,5;62;1
255,6;61,8;1
256,7;61,6;1
257,8;61,4;1
258,9;61,2;1
260;61;1
261,1;60,8;1
262,2;60,6;1
263,3;60,4;1
264,4;60,2;1
265,5;60;1
266,6;59,8;1
267,7;59,6;1
268,8;59,4;1
269,9;59,2;1
271;59;1
272,1;58,8;1
273,2;58,6;1
274,3;58,4;1
275,4;58,2;1
276,5;58;1
277,6;57,8;1
278,7;57,6;1
279,8;57,4;1
280,9;57,2;1
282;57;1
283,1;56,8;1
284,2;56,6;1
285,3;56,4;1
286,4;56,2;1
287,5;56;1
288,6;55,8;1
289,7;55,6;1
290,8;55,4;1
291,9;55,2;1
293;55;1
294,1;54,8;1
295,2;54,6;1
296,3;54,4;1
297,4;54,2;1
298,5;54;1
299,6;53,8;1
300,7;53,6;1
301,8;53,4;1
302,9;53,2;1
304;53;1
305,1;52,8;1
306,2;52,6;1
307,3;52,4;1
308,4;52,2;1
309,5;52;1
310,6;51,8;1
311,7;51,6;1
312,8;51,4;1
313,9;51,2;1
315;51;1
316,1;50,8;1
317,2;50,6;1
318,3;50,4;1
319,4;50,2;1
320,5;50;1
321,6;49,8;1
322,7;49,6;1
323,8;49,4;1
324,9;49,2;1
